,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
141,Nikita Kucherov,T.B,R,78,1652.7833333333,37,84,56,28,121,79.08,265,13.96,26.22,550,379,250,77,14,50,45,17,15,1,1,28,122,30,23,62,33,1,1,50.00
246,Nathan MacKinnon,COL,C,79,1799.8166666667,32,84,53,31,116,76.82,320,10.00,31.34,590,433,312,90,13,52,41,15,13,1,1,25,121,27,37,68,58,756,758,49.93
276,Leon Draisaitl,EDM,C,71,1527.7333333333,52,54,30,24,106,81.54,241,21.58,31.06,416,340,213,84,17,44,34,17,17,0,0,29,88,35,22,79,27,650,546,54.35
292,David Pastrnak,BOS,R,82,1655.2666666667,43,63,45,18,106,88.33,319,13.48,31.02,624,444,261,90,23,55,42,20,20,0,0,34,118,40,58,89,24,3,5,37.50
371,Mitch Marner,TOR,R,81,1726.55,27,75,47,28,102,76.12,173,15.61,19.92,393,263,201,61,16,32,14,7,7,0,0,18,106,56,49,52,40,10,24,29.41
334,Connor McDavid,EDM,C,67,1476.1,26,74,50,24,100,79.37,196,13.27,26.56,370,282,234,99,13,51,27,12,11,1,0,23,74,32,40,63,18,370,406,47.68
330,Kyle Connor,WPG,L,82,1672.3666666667,41,56,31,25,97,73.48,267,15.36,28.66,484,358,259,89,15,45,25,11,10,1,0,13,80,33,21,46,46,1,7,12.50
335,Jack Eichel,VGK,C,77,1581.0833333333,28,66,27,39,94,69.63,233,12.02,22.69,403,305,201,79,12,31,8,4,4,0,0,15,90,28,22,59,55,573,681,45.69
511,Cale Makar,COL,D,80,2057.3,30,62,34,28,92,61.33,246,12.20,19.22,623,392,253,45,14,53,14,7,7,0,0,26,113,60,51,45,128,0,0,-
6,Sidney Crosby,PIT,C,80,1629.9666666667,33,58,33,25,91,72.80,227,14.54,34.31,415,339,236,115,10,41,31,14,13,1,0,18,86,29,66,45,39,1017,765,57.07
417,Clayton Keller,UTA,R,81,1548.5666666667,30,60,26,34,90,80.36,218,13.76,27.38,445,333,206,91,9,41,28,13,13,0,0,27,79,27,11,77,30,10,20,33.33
456,Brandon Hagel,T.B,L,82,1700.95,35,55,34,21,90,68.18,228,15.35,30.51,444,319,261,122,13,48,58,24,23,0,1,27,96,30,59,137,60,8,15,34.78
380,Artemi Panarin,NYR,L,80,1574.65,37,52,27,25,89,83.96,237,15.61,26.33,586,398,263,54,27,39,16,8,8,0,0,12,97,25,18,44,11,0,1,0.00
498,Nick Suzuki,MTL,C,82,1644.9666666667,30,59,33,26,89,70.08,172,17.44,21.03,347,256,203,74,12,30,8,4,4,0,0,12,86,31,63,95,71,680,638,51.59
342,Mikko Rantanen,"CAR, COL, DAL",R,82,1742.4333333333,32,56,34,22,88,67.69,212,15.09,35.33,444,335,266,113,11,41,60,26,25,0,1,20,82,40,48,104,44,135,120,52.94
442,Jesper Bratt,N.J,L,81,1534.8,21,67,36,31,88,72.73,180,11.67,25.45,391,284,226,85,10,46,18,8,8,0,0,13,62,11,96,70,42,0,3,0.00
147,Mark Scheifele,WPG,C,82,1676.0666666667,39,48,32,16,87,66.41,181,21.55,27.42,340,275,237,115,14,31,61,21,18,1,2,29,105,25,73,125,60,627,641,49.45
279,William Nylander,TOR,R,82,1599.7833333333,45,39,23,16,84,68.85,253,17.79,30.91,467,352,234,91,10,37,26,11,11,0,0,14,79,28,14,58,27,76,77,49.67
505,Martin Necas,"CAR, COL",C,79,1500.8833333333,27,56,32,24,83,68.60,194,13.92,20.6,394,295,193,67,11,32,16,8,8,0,0,24,83,23,62,110,23,51,84,37.78
57,Matt Duchene,DAL,C,82,1405.7166666667,30,52,26,26,82,75.93,152,19.74,21.77,297,223,172,73,9,31,12,6,6,0,0,9,78,21,29,58,21,440,400,52.38
303,Brayden Point,T.B,C,77,1499.9,42,40,23,17,82,60.29,190,22.11,29.5,356,275,262,128,4,27,7,2,1,1,0,13,45,17,26,63,45,430,456,48.53
351,Dylan Strome,WSH,C,82,1425.4666666667,29,53,27,26,82,75.93,150,19.33,20.72,271,216,177,90,3,31,34,17,17,0,0,13,79,21,23,40,54,691,596,53.69
360,Zach Werenski,CBJ,D,81,2166.3666666667,23,59,32,27,82,61.19,298,7.72,20.11,638,434,223,53,27,51,31,14,13,1,0,15,120,49,19,133,131,0,0,-
275,Sam Reinhart,FLA,C,79,1619.6833333333,39,42,24,18,81,69.23,213,18.31,32.57,424,334,265,136,6,45,27,7,5,1,1,12,74,24,102,102,62,212,302,41.25
499,Robert Thomas,STL,C,70,1397.0666666667,21,60,35,25,81,79.41,145,14.48,17.05,308,222,173,58,6,28,20,10,10,0,0,14,99,22,13,73,48,733,605,54.78
225,Jake Guentzel,T.B,C,80,1599.4166666667,41,39,21,18,80,59.70,217,18.89,33.67,355,298,242,149,5,44,24,12,12,0,0,19,79,25,28,106,52,177,207,46.09
500,Jason Robertson,DAL,L,82,1459.0666666667,35,45,22,23,80,75.47,211,16.59,25.72,407,293,213,82,11,31,18,9,9,0,0,21,92,24,59,80,45,7,12,36.84
698,Lucas Raymond,DET,L,82,1540.2333333333,27,53,28,25,80,72.07,192,14.06,23.51,382,283,226,75,16,44,18,8,8,0,0,25,80,28,42,99,34,1,7,12.50
717,Tim Stützle,OTT,C,82,1624.6666666667,24,55,27,28,79,67.52,162,14.81,19.37,326,230,186,68,5,35,46,19,18,0,1,38,69,23,128,132,45,195,213,47.79
407,Auston Matthews,TOR,C,67,1371.6333333333,33,45,27,18,78,74.29,261,12.64,37.49,480,388,302,125,14,48,20,9,9,0,0,17,62,29,45,38,89,695,528,56.83
181,Filip Forsberg,NSH,L,82,1527.4833333333,31,45,24,21,76,71.03,281,11.03,31.77,602,437,265,96,18,45,44,22,22,0,0,30,113,38,150,67,52,4,13,23.53
350,Travis Konecny,PHI,R,82,1689.4333333333,24,52,35,17,76,82.61,188,12.77,21.41,404,296,197,59,11,28,53,25,24,1,0,27,96,26,94,81,42,39,61,39.00
548,Quinn Hughes,VAN,D,68,1749.5833333333,16,60,34,26,76,62.30,193,8.29,10.12,493,304,144,12,7,37,29,9,7,1,1,16,97,25,13,81,67,0,0,-
55,John Tavares,TOR,C,75,1366.9166666667,38,36,20,16,74,63.79,200,19.00,31.71,342,281,253,141,9,31,46,23,23,0,0,15,69,24,91,76,45,762,546,58.26
345,Sebastian Aho,CAR,C,79,1587.9166666667,29,45,33,12,74,61.67,207,14.01,25.32,447,338,258,87,14,29,46,22,22,0,0,22,93,23,59,78,30,663,535,55.34
584,Kirill Marchenko,CBJ,R,79,1468.0666666667,31,43,29,14,74,63.79,207,14.98,22.61,434,299,199,62,12,46,20,10,10,0,0,17,84,36,55,91,38,13,28,31.71
4,Alex Ovechkin,WSH,L,65,1152.0833333333,44,29,19,10,73,71.57,237,18.57,27.28,508,355,199,69,15,28,14,7,7,0,0,3,47,12,110,28,13,0,2,0.00
293,Adrian Kempe,L.A,R,81,1551.5833333333,35,38,27,11,73,68.22,237,14.77,26.7,496,367,219,83,9,43,36,18,18,0,0,20,78,13,99,57,36,11,13,45.83
640,Matt Boldy,MIN,L,82,1663.6333333333,27,46,23,23,73,71.57,272,9.93,32.05,551,426,262,105,14,48,51,24,23,1,0,17,84,43,51,117,69,58,67,46.40
446,Tage Thompson,BUF,C,76,1425.4833333333,44,28,18,10,72,67.92,242,18.18,23.37,506,355,214,79,13,38,35,12,10,1,1,12,54,21,70,68,31,301,403,42.76
247,Aleksander Barkov,FLA,C,67,1357.2833333333,20,51,27,24,71,76.34,149,13.42,19.44,302,235,166,77,5,29,16,8,8,0,0,12,52,34,87,63,54,580,446,56.53
793,Wyatt Johnston,DAL,C,82,1551.9166666667,33,38,25,13,71,68.27,202,16.34,33.51,389,298,281,145,4,39,14,7,7,0,0,12,57,29,45,96,47,465,444,51.16
152,J.T. Miller,"NYR, VAN",C,72,1310.4166666667,22,48,31,17,70,75.27,137,16.06,19.21,272,214,149,64,8,25,55,23,20,3,0,24,71,28,168,50,50,628,450,58.26
158,Rickard Rakell,PIT,R,81,1563.1,35,35,19,16,70,63.06,203,17.24,30.49,409,321,244,134,11,41,14,7,7,0,0,10,77,20,116,127,77,19,26,42.22
283,Dylan Larkin,DET,C,82,1645.8,30,40,27,13,70,60.34,234,12.82,33.33,456,347,244,109,16,31,40,20,20,0,0,26,94,39,44,60,33,871,728,54.47
414,Alex DeBrincat,DET,R,82,1465.4333333333,39,31,23,8,70,66.67,244,15.98,31.96,456,358,249,99,7,43,29,12,11,1,0,27,71,29,33,96,38,26,32,44.83
433,Jordan Kyrou,STL,"C, R",82,1433.5666666667,36,34,20,14,70,72.16,239,15.06,24.33,465,328,263,80,12,33,20,10,10,0,0,22,79,21,50,87,36,5,10,33.33
633,Cole Caufield,MTL,R,82,1482.2333333333,37,33,22,11,70,64.22,240,15.42,29.11,432,352,234,93,15,37,14,7,7,0,0,19,56,23,65,66,31,6,9,40.00
642,Jack Hughes,N.J,C,62,1295.85,27,43,29,14,70,68.63,229,11.79,23.29,465,321,231,74,13,47,18,8,8,0,0,16,87,22,6,40,29,251,416,37.63
490,Nico Hischier,N.J,C,75,1529.1,35,34,22,12,69,63.89,187,18.72,31.26,345,268,250,129,18,36,20,9,9,0,0,29,53,24,43,86,60,987,790,55.54
527,Drake Batherson,OTT,R,82,1487.6833333333,26,42,27,15,68,69.39,192,13.54,22.67,354,283,198,89,11,18,30,15,15,0,0,22,52,23,148,69,30,12,12,50.00
563,Rasmus Dahlin,BUF,D,73,1769.2,17,51,27,24,68,58.62,200,8.50,11.23,433,277,134,28,15,42,54,27,27,0,0,26,105,39,100,147,98,0,0,-
740,JJ Peterka,BUF,R,77,1400.1666666667,27,41,18,23,68,59.65,173,15.61,19.39,384,275,174,57,16,24,34,13,12,0,1,16,87,22,30,71,16,2,10,16.67
8,Anze Kopitar,L.A,C,81,1535.4166666667,21,46,29,17,67,65.69,98,21.43,14.87,197,146,119,69,4,17,4,2,2,0,0,12,65,30,31,48,67,879,658,57.19
60,Nazem Kadri,CGY,C,82,1587.1,35,32,19,13,67,77.01,279,12.54,28.8,547,393,279,101,24,37,72,24,20,2,2,38,60,30,55,121,30,679,785,46.38
118,Mark Stone,VGK,R,66,1270.7833333333,19,48,34,14,67,64.42,131,14.50,19,227,191,158,82,6,24,14,7,7,0,0,12,73,38,32,48,42,5,10,33.33
286,Alex Tuch,BUF,R,82,1578.85,36,31,15,16,67,65.05,197,18.27,30.44,392,314,231,118,17,41,47,19,16,3,0,13,76,49,73,54,113,77,111,40.96
355,Roope Hintz,DAL,C,76,1283.7333333333,28,39,27,12,67,72.83,160,17.50,23.41,285,226,200,102,11,28,30,15,15,0,0,18,70,17,53,68,46,458,392,53.88
551,Evan Bouchard,EDM,D,82,1923.5833333333,14,53,14,39,67,49.63,235,5.96,13.18,544,325,179,17,14,40,32,16,16,0,0,23,128,55,31,93,108,0,0,-
705,Seth Jarvis,CAR,C,73,1412.9833333333,32,35,22,13,67,65.69,204,15.69,31.54,392,313,246,118,13,33,16,8,8,0,0,21,58,32,92,145,51,52,100,34.21
881,Connor Bedard,CHI,C,82,1663.4166666667,23,44,28,16,67,66.34,195,11.79,19.86,402,288,201,45,11,31,70,27,25,0,2,14,90,26,47,58,37,251,405,38.26
56,Victor Hedman,T.B,D,79,1823.3,15,51,26,25,66,50.77,181,8.29,14.12,475,304,139,21,16,39,30,15,15,0,0,7,119,25,39,81,133,0,0,-
110,Mikael Granlund,"DAL, S.J",C,83,1614.3333333333,22,44,31,13,66,69.47,169,13.02,17.53,326,243,148,62,9,35,28,14,14,0,0,16,79,19,57,105,60,359,365,49.59
440,Pierre-Luc Dubois,WSH,L,82,1418.5833333333,20,46,29,17,66,60.00,142,14.08,23.75,288,227,193,104,9,27,76,33,32,0,1,27,65,15,65,101,62,577,584,49.70
673,Aliaksei Protas,WSH,C,76,1250.6666666667,30,36,25,11,66,75.86,143,20.98,20.5,250,218,160,76,13,15,18,9,9,0,0,16,56,19,20,81,33,6,19,24.00
834,Lane Hutson,MTL,D,82,1864.1166666667,6,60,25,35,66,56.90,91,6.59,6.48,297,166,92,16,6,22,34,17,17,0,0,15,109,56,40,129,123,0,0,-
112,Bryan Rust,PIT,R,71,1402.3,31,34,23,11,65,65.66,190,16.32,26.32,335,282,214,124,10,42,18,9,9,0,0,11,64,17,62,57,54,9,8,52.94
177,Tom Wilson,WSH,R,81,1516.8666666667,33,32,21,11,65,55.08,169,19.53,27.97,335,264,208,109,9,27,100,35,29,4,2,37,91,20,233,83,71,5,14,26.32
828,Logan Cooley,UTA,C,75,1339.6,25,40,20,20,65,71.43,158,15.82,18.15,293,225,153,64,5,22,46,23,23,0,0,21,66,24,63,119,32,340,420,44.74
280,Nikolaj Ehlers,WPG,L,69,1090.0166666667,24,39,27,12,63,72.41,174,13.79,19.76,365,280,168,63,13,36,17,7,6,1,0,24,52,16,38,67,33,5,14,26.32
288,Nick Schmaltz,UTA,C,82,1524.2333333333,20,43,21,22,63,58.88,186,10.75,23.31,374,264,234,95,6,32,14,7,7,0,0,14,93,31,14,61,45,185,191,49.20
697,Dylan Holloway,STL,L,77,1295.4833333333,26,37,21,16,63,73.26,178,14.61,17.96,336,240,170,71,10,29,10,5,5,0,0,13,69,34,164,98,50,61,82,42.66
901,Matvei Michkov,PHI,R,80,1334.75,26,37,22,15,63,75.00,199,13.07,25.01,359,282,176,75,6,38,46,19,18,0,1,21,82,14,29,73,23,19,22,46.34
906,Macklin Celebrini,S.J,C,70,1385.1666666667,25,38,18,20,63,78.75,236,10.59,22.96,457,353,247,65,7,38,28,14,14,0,0,23,113,29,37,75,53,507,544,48.24
143,Jonathan Huberdeau,CGY,"C, L",81,1582.9,28,34,26,8,62,66.67,153,18.30,21.55,267,206,175,88,19,18,34,17,17,0,0,25,88,23,50,59,64,13,26,33.33
146,Mika Zibanejad,NYR,C,82,1538.5166666667,20,42,31,11,62,70.45,183,10.93,24.01,383,304,181,72,18,34,22,11,11,0,0,16,83,29,44,51,46,549,507,51.99
257,Josh Morrissey,WPG,D,80,1951.3,14,48,19,29,62,49.60,172,8.14,9.08,433,272,95,10,7,27,22,11,11,0,0,11,78,32,49,95,113,0,0,-
299,Ryan Donato,CHI,C,80,1304.7333333333,31,31,25,6,62,72.94,182,17.03,20.92,336,261,173,82,11,23,41,15,13,1,1,15,48,23,104,102,18,234,291,44.57
178,Tomas Hertl,VGK,C,73,1249.5166666667,32,29,16,13,61,62.24,177,18.08,31.33,320,265,229,142,7,40,20,10,10,0,0,8,45,29,99,68,56,537,421,56.05
291,Jared McCann,SEA,L,82,1411.2833333333,22,39,26,13,61,71.76,202,10.89,21.56,418,312,177,64,10,30,18,9,9,0,0,21,66,29,47,52,50,109,135,44.67
408,Adam Fox,NYR,D,74,1720.4166666667,10,51,30,21,61,54.46,135,7.41,12.08,339,208,122,23,13,31,32,16,16,0,0,12,76,40,40,92,108,0,0,-
496,Gabriel Vilardi,WPG,C,71,1287.6666666667,27,34,18,16,61,58.10,130,20.77,19.9,232,187,168,108,5,21,14,6,6,0,0,17,41,22,21,84,50,75,77,49.34
281,Kevin Fiala,L.A,L,81,1499.6,35,25,14,11,60,69.77,244,14.34,25.75,517,387,238,77,12,37,38,18,18,0,0,16,88,30,63,92,22,15,22,40.54
699,Marco Rossi,MIN,C,82,1496.15,24,36,22,14,60,66.67,136,17.65,22.29,265,209,185,99,5,31,26,13,13,0,0,22,60,18,63,70,41,464,528,46.77
780,Dylan Guenther,UTA,R,70,1189.8,27,33,18,15,60,67.42,204,13.24,20.66,450,328,214,46,8,29,26,12,12,0,0,12,55,18,53,70,42,10,19,34.48
26,Patrick Kane,DET,R,72,1294.5166666667,21,38,17,21,59,70.24,175,12.00,17.67,334,254,161,50,9,30,12,6,6,0,0,9,77,13,19,18,23,5,8,38.46
127,Vincent Trocheck,NYR,C,82,1730.1166666667,26,33,17,16,59,55.66,202,12.87,30.7,380,317,245,125,10,40,44,19,17,2,0,27,95,33,213,94,78,910,624,59.32
378,Anthony Cirelli,T.B,C,80,1495.2333333333,27,32,16,16,59,56.73,161,16.77,26.72,292,234,200,102,13,25,28,13,13,0,0,23,66,21,25,90,72,647,645,50.08
179,Teuvo Teravainen,CHI,C,82,1399.3833333333,15,43,25,18,58,65.17,111,13.51,11.39,224,163,98,30,9,22,12,6,6,0,0,6,76,23,27,37,29,60,93,39.22
775,William Eklund,S.J,L,77,1505.6,17,41,28,13,58,61.70,151,11.26,21.97,324,245,184,90,10,25,29,9,7,1,1,21,75,15,54,74,46,11,25,30.56
788,Matthew Knies,TOR,L,78,1444.1666666667,29,29,17,12,58,56.31,152,19.08,24.96,258,220,196,135,9,24,43,20,19,1,0,24,51,14,181,87,41,0,1,0.00
224,Pavel Buchnevich,STL,L,76,1446.0166666667,20,37,21,16,57,59.38,145,13.79,22.42,295,219,180,83,17,33,23,10,9,1,0,9,70,15,44,45,32,85,143,37.28
236,Shea Theodore,VGK,D,67,1473.4666666667,7,50,28,22,57,57.00,128,5.47,7.19,333,185,99,7,5,27,26,13,13,0,0,7,105,28,6,85,82,0,0,-
251,Sean Monahan,CBJ,C,54,1026.8,19,38,24,14,57,64.77,128,14.84,18.86,214,174,133,73,10,27,20,10,10,0,0,6,52,13,30,29,34,616,555,52.60
254,Bo Horvat,NYI,C,81,1634.05,28,29,19,10,57,63.33,243,11.52,29.43,449,360,258,102,14,47,16,8,8,0,0,11,91,22,100,67,40,767,552,58.15
404,Matthew Tkachuk,FLA,L,52,948.03333333333,22,35,23,12,57,75.00,156,14.10,22.12,316,237,152,78,9,46,54,23,22,0,1,23,47,10,84,27,12,1,4,20.00
483,Morgan Geekie,BOS,C,77,1302.8666666667,33,24,14,10,57,67.06,150,22.00,19.73,307,229,180,81,9,25,22,11,11,0,0,11,51,31,110,109,29,174,200,46.52
652,Connor McMichael,WSH,C,82,1378.3,26,31,13,18,57,60.64,178,14.61,26.25,322,257,216,121,9,51,49,19,17,1,1,11,68,20,39,64,36,51,58,46.79
712,Jake Sanderson,OTT,D,80,1955.3666666667,11,46,20,26,57,54.29,195,5.64,9.16,421,275,113,10,18,24,12,6,6,0,0,8,98,53,38,195,163,0,0,-
771,Kent Johnson,CBJ,C,68,1175.9833333333,24,33,17,16,57,64.04,123,19.51,12.61,258,180,121,39,5,22,16,8,8,0,0,4,64,21,3,45,29,0,8,0.00
94,Brock Nelson,"COL, NYI",C,80,1513,26,30,18,12,56,64.37,193,13.47,22.57,360,280,231,89,9,32,18,9,9,0,0,17,50,40,34,81,43,630,579,52.11
160,Jonathan Marchessault,NSH,R,78,1402.2,21,35,19,16,56,66.67,206,10.19,23.24,381,277,206,94,7,34,37,17,16,1,0,12,89,10,77,67,25,17,50,25.37
389,Kirill Kaprizov,MIN,L,41,921.15,25,31,22,9,56,78.87,145,17.24,19.93,311,203,161,59,13,24,16,8,8,0,0,11,59,12,16,53,17,0,2,0.00
390,Troy Terry,ANA,R,77,1451.3833333333,21,34,16,18,55,74.32,188,11.17,23.74,368,276,208,84,3,33,20,10,10,0,0,28,68,22,7,76,29,12,20,37.50
549,Brady Tkachuk,OTT,L,72,1313.1,29,26,15,11,55,61.11,296,9.80,35.97,507,422,294,149,11,58,123,46,39,5,2,35,48,19,228,66,33,178,169,51.30
79,Anders Lee,NYI,L,82,1398.95,29,25,16,9,54,65.06,234,12.39,38.05,393,338,287,184,8,55,35,16,15,1,0,11,67,12,120,86,39,12,15,44.44
86,Mats Zuccarello,MIN,R,69,1356.2833333333,19,35,22,13,54,61.36,151,12.58,14.42,294,220,149,47,7,34,22,11,11,0,0,25,77,29,32,51,48,14,21,40.00
90,Tyler Toffoli,S.J,C,78,1320.5,30,24,13,11,54,65.06,233,12.88,27.82,410,317,235,99,17,43,14,7,7,0,0,19,52,18,54,39,32,13,11,54.17
721,Quinton Byfield,L.A,R,81,1508.5,23,31,13,18,54,60.67,158,14.56,22.87,353,266,202,103,14,41,46,23,23,0,0,26,68,24,80,137,33,415,527,44.06
887,Adam Fantilli,CBJ,C,82,1433.1833333333,31,23,14,9,54,67.50,191,16.23,19.03,394,280,173,67,17,32,18,9,9,0,0,20,89,23,113,100,56,420,599,41.22
35,Steven Stamkos,NSH,C,82,1475.9833333333,27,26,18,8,53,60.23,174,15.52,20.94,356,258,188,64,6,32,48,24,24,0,0,12,57,18,66,51,46,396,398,49.87
40,Erik Karlsson,PIT,D,82,1905.3333333333,11,42,17,25,53,45.30,191,5.76,9.9,507,295,133,13,15,50,20,10,10,0,0,9,140,44,29,101,94,0,0,-
54,Ryan O'Reilly,NSH,C,79,1500.0833333333,21,32,17,15,53,55.79,151,13.91,26.56,270,227,208,115,6,31,24,9,7,2,0,13,64,31,20,43,72,746,593,55.71
89,Jason Zucker,BUF,L,73,1167.55,21,32,24,8,53,60.23,143,14.69,20.15,279,230,149,88,8,24,57,18,15,1,2,15,73,20,68,46,22,42,64,39.62
228,Carter Verhaeghe,FLA,C,81,1447.4,20,33,18,15,53,57.61,242,8.26,28.42,481,349,276,107,11,43,46,23,23,0,0,16,81,23,95,113,28,16,28,36.36
340,Timo Meier,N.J,R,80,1428.7666666667,26,27,14,13,53,65.43,239,10.88,29.98,525,387,278,114,20,48,58,18,14,2,2,20,73,22,138,107,65,8,18,30.77
443,Mikhail Sergachev,UTA,D,77,1934,15,38,22,16,53,43.44,132,11.36,8.07,367,224,97,7,13,28,32,16,16,0,0,6,126,32,61,87,140,0,0,-
550,Ryan McLeod,BUF,C,79,1329.3166666667,20,33,18,15,53,68.83,98,20.41,14.28,200,153,116,58,11,16,16,8,8,0,0,10,70,26,17,68,35,630,574,52.33
663,Pavel Dorofeyev,VGK,L,82,1355.1833333333,35,17,8,9,52,57.14,254,13.78,26.65,436,355,248,83,10,43,30,14,14,0,0,11,55,24,28,90,37,3,13,18.75
796,Mason McTavish,ANA,C,76,1282.55,22,30,12,18,52,67.53,180,12.22,25.35,352,279,205,86,12,24,38,19,19,0,0,24,51,18,69,46,31,487,474,50.68
12,Brad Marchand,"BOS, FLA",L,71,1301.0166666667,23,28,18,10,51,72.86,194,11.86,29.56,380,281,211,98,18,44,64,28,27,0,1,32,86,21,81,56,34,5,8,38.46
42,John Carlson,WSH,D,79,1861.5666666667,5,46,24,22,51,41.13,167,2.99,9.51,393,256,117,18,15,34,22,11,11,0,0,9,112,36,48,83,131,0,0,-
187,Chandler Stephenson,SEA,C,78,1521.7333333333,13,38,18,20,51,57.95,73,17.81,8.24,130,104,72,28,7,9,24,11,11,0,0,15,58,30,33,63,50,759,715,51.49
277,Sam Bennett,FLA,C,76,1326.4666666667,25,26,17,9,51,60.71,241,10.37,27.82,422,332,245,123,8,41,90,35,30,4,1,22,57,27,143,48,45,450,523,46.25
294,Ivan Barbashev,VGK,C,70,1175.8833333333,23,28,20,8,51,68.92,111,20.72,17.4,231,180,167,92,6,22,10,5,5,0,0,12,78,18,104,67,33,12,21,36.36
861,Juraj Slafkovsky,MTL,L,79,1370.5666666667,18,33,16,17,51,52.58,133,13.53,23.1,286,224,184,99,6,17,45,21,20,1,0,18,71,16,193,106,62,5,14,26.32
5,Evgeni Malkin,PIT,C,68,1209.4166666667,16,34,22,12,50,68.49,126,12.70,18.19,254,176,147,69,1,31,42,19,19,0,0,25,79,30,32,64,48,290,343,45.81
17,Claude Giroux,OTT,R,81,1474.6333333333,15,35,21,14,50,64.10,138,10.87,13.73,237,189,114,43,10,11,18,9,9,0,0,13,66,19,64,37,41,600,376,61.48
58,Brayden Schenn,STL,C,82,1440,18,32,20,12,50,58.82,145,12.41,19.51,279,216,168,73,9,25,61,23,18,5,0,14,56,13,193,61,55,618,564,52.28
353,Brock Boeser,VAN,R,75,1362.1,25,25,12,13,50,58.14,145,17.24,18.7,321,225,183,66,10,31,16,7,7,0,0,7,37,18,76,24,34,16,39,29.09
387,Conor Garland,VAN,R,81,1511.0166666667,19,31,20,11,50,60.98,172,11.05,20.86,356,271,183,74,11,36,52,19,16,2,1,30,63,20,49,100,58,5,13,27.78
653,Thomas Harley,DAL,D,78,1823.8166666667,16,34,14,20,50,40.32,171,9.36,9.57,396,249,121,17,11,36,16,8,8,0,0,4,118,29,33,153,110,0,0,-
732,Cole Perfetti,WPG,C,82,1245.5,18,32,18,14,50,66.67,143,12.59,20.06,284,224,165,72,3,26,20,10,10,0,0,9,55,20,71,83,45,21,46,31.34
20,Jamie Benn,DAL,L,80,1224.1,16,33,22,11,49,68.06,136,11.76,19.01,255,195,155,93,10,25,70,26,23,2,1,12,58,13,114,75,45,296,233,55.95
102,Jaden Schwartz,SEA,C,81,1448.5,26,23,11,12,49,55.68,194,13.40,26.84,356,294,203,125,13,37,24,12,12,0,0,11,60,43,43,85,42,34,34,50.00
142,Ryan Nugent-Hopkins,EDM,C,78,1479.8833333333,20,29,22,7,49,53.85,164,12.20,22.42,293,231,188,99,3,29,24,12,12,0,0,8,49,29,26,57,48,270,287,48.47
53,Kyle Palmieri,NYI,C,82,1518.3333333333,24,24,12,12,48,61.54,169,14.20,22.9,363,278,210,82,6,33,20,10,10,0,0,14,55,18,54,99,48,13,20,39.39
373,Jake DeBrusk,VAN,L,82,1365.2333333333,28,20,8,12,48,57.14,171,16.37,26.25,304,241,198,126,6,37,18,8,8,0,0,14,47,13,96,81,48,11,18,37.93
560,Andrei Svechnikov,CAR,R,72,1232.1833333333,20,28,18,10,48,56.47,180,11.11,26.81,378,277,202,95,16,41,59,28,27,1,0,24,99,17,148,80,22,1,3,25.00
216,MacKenzie Weegar,CGY,D,81,1957.3166666667,8,39,15,24,47,42.34,184,4.35,9.49,474,279,127,14,16,35,33,15,14,1,0,14,159,52,221,174,192,0,1,0.00
250,Elias Lindholm,BOS,C,82,1482.3833333333,17,30,16,14,47,54.02,152,11.18,24.89,301,236,196,109,9,36,14,7,7,0,0,13,39,22,112,35,79,759,615,55.24
333,Pavel Zacha,BOS,C,82,1563.1166666667,14,33,21,12,47,54.02,132,10.61,19.23,257,199,177,81,8,15,21,9,8,1,0,9,62,24,63,47,26,393,346,53.18
397,Mason Marchment,DAL,L,62,951.06666666667,22,25,18,7,47,69.12,134,16.42,18.07,257,202,160,71,10,23,53,24,23,1,0,15,58,22,79,94,21,12,13,48.00
419,Jakob Chychrun,WSH,D,74,1558.75,20,27,15,12,47,45.19,179,11.17,10.94,458,304,152,10,14,28,52,26,26,0,0,11,80,35,59,121,87,0,0,-
627,Dylan Cozens,"BUF, OTT",C,82,1398.9833333333,16,31,20,11,47,55.95,188,8.51,21.34,332,253,208,81,9,33,68,23,19,2,2,13,68,15,205,74,45,587,573,50.60
679,Dmitri Voronkov,CBJ,L,73,1225.45,23,24,14,10,47,52.22,154,14.94,26.98,260,231,170,121,5,37,55,18,15,1,2,5,58,11,71,33,47,37,52,41.57
777,Matt Coronato,CGY,R,77,1353.6333333333,24,23,14,9,47,58.02,180,13.33,21.16,375,268,195,64,13,41,25,11,10,1,0,15,48,23,36,99,37,68,91,42.77
229,Oliver Bjorkstrand,"SEA, T.B",R,79,1196.7166666667,21,25,20,5,46,66.67,154,13.64,16.52,303,222,143,64,5,27,18,6,4,2,0,8,65,26,74,82,26,3,7,30.00
244,Tyler Bertuzzi,CHI,L,82,1312.2333333333,23,23,15,8,46,57.50,131,17.56,22.72,246,213,149,92,10,16,51,16,13,1,2,21,53,20,60,62,28,22,25,46.81
302,Warren Foegele,L.A,L,82,1325.85,24,22,10,12,46,67.65,199,12.06,26.03,370,297,214,117,19,34,24,12,12,0,0,14,67,33,74,92,40,24,35,40.68
