,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,Goals,Assists,Assists,Assists,Shots,Shots,Shots,Ice Time,Ice Time,Faceoffs,Faceoffs,Faceoffs,,,,,,-additional
Rk,Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Awards,-9999
855,Mikael Pyyhtia,24,CBJ,LW,5,1,0,1,-1,0,1,0,0,0,0,0,0,6,16.7,15,51:18,10:16,0,0,,2,1,1,1,,pyyhtmi01
856,Jonathan Quick,40,NYR,G,25,0,1,1,0,14,0,0,0,0,1,0,0,0,,0,1418:00,56:43,0,0,,0,0,0,14,,quickjo01
857,David Reinbacher,21,MTL,D,2,0,1,1,0,0,0,0,0,0,1,0,0,3,0.0,5,26:17,13:09,0,0,,2,1,0,2,,reinbda01
858,Matt Rempe,23,NYR,C,26,1,0,1,-4,11,1,0,0,0,0,0,0,15,6.7,32,223:48,8:36,3,5,37.5,6,86,2,5,,rempema01
859,Justin Robidas,22,CAR,C,2,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,3,21:22,10:41,12,12,50.0,1,3,0,1,,robidju01
860,Alexander Romanov,26,NYI,D,15,0,1,1,-7,6,0,0,0,0,1,0,0,17,0.0,38,291:41,19:27,0,0,,31,31,4,18,,romanal01
861,Kevin Rooney,32,UTA,C,1,1,0,1,1,0,1,0,0,0,0,0,0,1,100.0,3,9:44,9:44,2,6,25.0,0,0,0,1,,rooneke01
862,Jonas Røndbjerg,26,VEG,RW,4,0,1,1,-2,0,0,0,0,0,1,0,0,6,0.0,12,48:19,12:05,0,0,,0,0,1,0,,rondbjo01
863,Steven Santini,30,TBL,D,12,0,1,1,1,2,0,0,0,0,1,0,0,4,0.0,21,124:01,10:20,0,0,,7,9,0,7,,santist01
864,Akira Schmid,25,VEG,G,34,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,1965:47,57:49,0,0,,0,0,0,12,,schmiak01
865,Dmitriy Simashev,20,UTA,D,28,0,1,1,-11,23,0,0,0,0,1,0,0,26,0.0,50,423:01,15:06,0,0,,28,14,1,30,,simasdm01
866,Stuart Skinner,27,2TM,G,50,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,2921:57,58:26,0,0,,0,0,0,25,,skinnst01
866,Stuart Skinner,27,EDM,G,23,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1316:39,57:15,0,0,,0,0,0,10,,skinnst01
866,Stuart Skinner,27,PIT,G,27,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,1605:18,59:27,0,0,,0,0,0,15,,skinnst01
867,Victor Söderström,24,BOS,D,8,0,1,1,3,0,0,0,0,0,1,0,0,8,0.0,15,109:25,13:41,0,0,,10,1,2,11,,sodervi01
868,Ilya Sorokin,30,NYI,G,55,0,1,1,0,4,0,0,0,0,1,0,0,0,,0,3226:10,58:39,0,0,,0,0,0,11,,sorokil01
869,Aydar Suniev,21,CGY,LW,6,0,1,1,0,2,0,0,0,0,1,0,0,9,0.0,15,69:44,11:37,0,0,,3,2,2,3,,sunieay01
870,Cam Talbot,38,DET,G,34,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,1750:11,51:29,0,0,,0,0,0,17,,talboca01
871,Logan Thompson,28,WSH,G,58,0,1,1,0,0,0,0,0,0,1,0,0,0,,1,3445:03,59:24,0,0,,0,0,0,23,,thomplo01
872,Philip Tomasino,24,PIT,C,9,0,1,1,-2,0,0,0,0,0,1,0,0,9,0.0,21,109:33,12:10,2,2,50.0,7,11,0,3,,tomasph01
873,Dominic Toninato,31,CHI,C,8,0,1,1,0,6,0,0,0,0,1,0,0,8,0.0,16,73:14,9:09,21,17,55.3,1,12,2,2,,tonindo01
874,Riley Tufte,27,BOS,LW,4,1,0,1,-1,0,0,1,0,0,0,0,0,4,25.0,8,46:41,11:40,0,0,,1,7,0,1,,tufteri01
875,Linus Ullmark,32,OTT,G,49,0,1,1,0,2,0,0,0,0,1,0,0,0,,1,2883:28,58:51,0,0,,0,0,0,16,,ullmali01
876,Felix Unger Sorum,20,CAR,RW,1,0,1,1,1,0,0,0,0,0,1,0,0,0,,2,14:35,14:35,0,0,,1,0,0,3,,ungerfe01
877,Vítek Vaněček,30,UTA,G,22,0,1,1,0,0,0,0,0,0,1,0,0,0,,0,1206:15,54:50,0,0,,0,0,0,9,,vanecvi01
878,Jesper Wallstedt,23,MIN,G,35,0,1,1,0,2,0,0,0,0,0,1,0,0,,1,1996:39,57:03,0,0,,0,0,0,16,,wallsje01
879,Scott Wedgewood,33,COL,G,45,0,1,1,0,2,0,0,0,0,0,1,0,0,,0,2549:04,56:39,0,0,,0,0,0,17,Jennings-1,wedgesc01
880,Joseph Woll,27,TOR,G,39,0,1,1,0,2,0,0,0,0,1,0,0,0,,0,2230:04,57:11,0,0,,0,0,0,19,,wolljo01
881,Florian Xhekaj,21,MTL,LW,5,0,1,1,-1,7,0,0,0,0,1,0,0,4,0.0,8,47:59,9:36,0,0,,4,9,0,4,,xhekafl01
882,Danil Zhilkin,22,WPG,C,6,0,1,1,3,0,0,0,0,0,1,0,0,4,0.0,7,45:30,7:35,9,16,36.0,4,5,0,1,,zhilkda01
883,Andrew Agozzino,35,UTA,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,12:16,6:08,3,4,42.9,1,4,1,1,,agozzan01
884,Artur Akhtyamov,24,TOR,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,126:00,42:00,0,0,,0,0,0,1,,akhtyar01
885,Nils Åman,25,VAN,C,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3,17:19,8:40,1,1,50.0,1,2,0,1,,amanni01
886,Justus Annunen,25,NSH,G,28,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1500:32,53:35,0,0,,0,0,0,7,,annunju01
887,Yaroslav Askarov,23,SJS,G,47,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2596:29,55:15,0,0,,0,0,0,22,,askarya01
888,Matt Benning,31,TOR,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,12:26,12:26,0,0,,3,0,0,1,,bennima01
889,Brett Berard,23,NYR,LW,13,0,0,0,-1,6,0,0,0,0,0,0,0,10,0.0,35,137:03,10:33,0,0,,9,17,1,9,,berarbr02
890,Mackenzie Blackwood,29,COL,G,39,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2155:41,55:16,0,0,,0,0,0,4,Jennings-1,blackma01
891,Matěj Blümel,25,BOS,RW,4,0,0,0,-3,0,0,0,0,0,0,0,0,4,0.0,10,43:28,10:52,0,1,0.0,2,2,0,3,,blumema01
892,Xavier Bourgault,23,OTT,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,7,11:55,5:58,0,0,,0,3,0,1,,bourgxa01
893,Skyler Brind'Amour,26,CAR,C,4,0,0,0,-2,2,0,0,0,0,0,0,0,2,0.0,10,60:04,15:01,22,21,51.2,0,5,0,2,,brindsk01
894,Laurent Brossoit,32,SJS,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,59:09,59:09,0,0,,0,0,0,0,,brossla01
895,Tristan Broz,23,PIT,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,2,11:30,11:30,3,3,50.0,0,0,0,1,,broztr01
896,Vyacheslav Buteyets,23,ANA,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,20:00,20:00,0,0,,0,0,0,0,,buteyvy01
897,Luca Cagnoni,21,SJS,D,3,0,0,0,0,2,0,0,0,0,0,0,0,4,0.0,8,54:05,18:02,0,0,,3,5,1,1,,cagnolu01
898,Michael Callahan,26,BOS,D,5,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,4,64:57,12:59,0,0,,9,3,2,3,,callami02
899,Seamus Casey,22,NJD,D,2,0,0,0,-3,0,0,0,0,0,0,0,0,4,0.0,8,36:01,18:01,0,0,,1,0,2,3,,caseyse01
900,Nikita Chibrikov,22,WPG,RW,11,0,0,0,0,14,0,0,0,0,0,0,0,9,0.0,24,101:06,9:11,0,0,,5,16,2,8,,chibrni01
901,Dylan Coghlan,27,VEG,D,3,0,0,0,1,2,0,0,0,0,0,0,0,2,0.0,7,45:10,15:03,0,0,,4,4,0,2,,coghldy01
902,Drew Commesso,23,CHI,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,181:43,60:34,0,0,,0,0,0,0,,commedr01
903,Eric Comrie,30,WPG,G,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1381:30,55:16,0,0,,0,0,0,9,,comrier01
904,Kenny Connors,22,LAK,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,5,0.0,7,17:19,8:40,2,5,28.6,1,3,0,1,,connoke01
905,Braeden Cootes,18,VAN,C,3,0,0,0,-2,0,0,0,0,0,0,0,0,0,,0,32:20,10:47,5,8,38.5,1,3,0,4,,cootebr01
906,Pheonix Copley,34,LAK,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,58:34,58:34,0,0,,0,0,0,0,,copleph01
907,Justin Danforth,32,BUF,RW,4,0,0,0,-2,2,0,0,0,0,0,0,0,2,0.0,6,46:49,11:42,17,14,54.8,4,3,0,3,,danfoju01
908,Nico Daws,25,NJD,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,183:16,61:05,0,0,,0,0,0,5,,dawsni01
909,Casey DeSmith,34,DAL,G,30,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1755:00,58:30,0,0,,0,0,0,7,,desmica01
910,Jack Devine,22,FLA,RW,6,0,0,0,-3,2,0,0,0,0,0,0,0,6,0.0,14,50:38,8:26,0,0,,0,4,0,2,,devinja01
911,Michael DiPietro,26,BOS,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,6:03,6:03,0,0,,0,0,0,1,,dipiemi01
912,Jakub Dobes,24,MTL,G,43,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2525:35,58:44,0,0,,0,0,0,17,,dobesja01
913,Jorian Donovan,21,OTT,D,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,14:04,7:02,0,0,,1,2,0,1,,donovjo01
914,Justin Dowling,35,NYR,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,3,14:23,7:12,1,2,33.3,1,3,0,0,,dowliju01
915,Sheldon Dries,31,DET,C,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,4,34:52,6:58,9,12,42.9,3,8,3,1,,driessh01
916,Walker Duehr,28,WPG,F,3,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,5,28:30,9:30,0,1,0.0,2,10,2,1,,duehrwa01
917,Dylan Duke,22,TBL,LW,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,2,9:22,9:22,0,0,,0,0,1,1,,dukedy01
918,Andreas Englund,30,NSH,D,3,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,3,26:27,8:49,0,0,,1,4,0,2,,engluan01
919,Domenick Fensore,24,CAR,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,5,19:22,19:22,0,0,,3,1,0,0,,fensodo01
920,Derek Forbort,33,VAN,D,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,1,27:52,13:56,0,0,,4,2,0,5,,forbode01
921,Anton Forsberg,33,LAK,G,36,0,0,0,0,4,0,0,0,0,0,0,0,0,,1,2032:06,56:27,0,0,,0,0,0,14,,forsban01
922,Liam Foudy,25,NYI,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,11:17,11:17,0,1,0.0,1,1,0,1,,foudyli01
923,Jacob Fowler,21,MTL,G,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1010:42,59:27,0,0,,0,0,0,5,,fowleja01
924,Dylan Garand,23,NYR,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,185:00,61:40,0,0,,0,0,0,1,,garandy01
925,Jacob Gaucher,24,PHI,F,4,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,6,35:14,8:49,10,12,45.5,1,3,0,3,,gauchja01
926,Nathan Gaucher,22,ANA,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,2,24:04,8:01,3,9,25.0,1,6,1,1,,gauchna01
927,Mason Geertsen,30,BUF,D,5,0,0,0,-1,12,0,0,0,0,0,0,0,1,0.0,2,20:36,4:07,0,0,,0,8,0,0,,geertma01
928,Adam Ginning,26,PHI,D,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,9,76:42,15:20,0,0,,5,4,0,5,,ginniad01
929,Kevin Gravel,33,NSH,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,16:36,16:36,0,0,,3,1,0,1,,graveke01
930,Erik Gustafsson,33,DET,D,2,0,0,0,-2,2,0,0,0,0,0,0,0,3,0.0,8,37:29,18:45,0,0,,1,2,1,3,,gustaer02
931,Viking Gustafsson Nyberg,22,MIN,D,2,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,42:35,21:18,0,0,,3,2,1,1,,gustavi02
932,Brandon Halverson,29,TBL,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,56:53,28:27,0,0,,0,0,0,1,,halvebr01
933,Carter Hart,27,VEG,G,18,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1019:47,56:39,0,0,,0,0,0,9,,hartca01
934,Rafaël Harvey-Pinard,27,PIT,LW,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,3,11:01,11:01,0,0,,0,0,0,1,,harvera01
935,John Hayden,30,SEA,C,3,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,5,30:14,10:05,6,9,40.0,2,7,1,2,,haydejo01
936,Ville Heinola,24,WPG,D,5,0,0,0,0,4,0,0,0,0,0,0,0,7,0.0,15,70:30,14:06,0,0,,3,6,1,3,,heinovi01
937,Connor Hellebuyck,32,WPG,G,57,0,0,0,0,4,0,0,0,0,0,0,0,0,,0,3401:27,59:40,0,0,,0,0,0,16,,helleco01
938,Dennis Hildeby,24,TOR,G,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1008:44,50:26,0,0,,0,0,0,6,,hildede01
939,Tyson Hinds,22,ANA,D,6,0,0,0,1,2,0,0,0,0,0,0,0,9,0.0,20,93:42,15:37,0,0,,10,6,1,5,,hindsty01
940,Hayden Hodgson,29,OTT,RW,10,0,0,0,-2,11,0,0,0,0,0,0,0,4,0.0,11,70:15,7:02,0,0,,0,29,1,3,,hodgsha01
941,Joel Hofer,25,STL,G,46,0,0,0,0,4,0,0,0,0,0,0,0,0,,6,2624:39,57:03,0,0,,0,0,0,42,,hoferjo01
942,Marcus Högberg,31,NYI,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,13:29,13:29,0,0,,0,0,0,0,,hogbema01
943,Dryden Hunt,30,CGY,LW,3,0,0,0,-3,2,0,0,0,0,0,0,0,4,0.0,5,26:48,8:56,0,0,,4,9,0,3,,huntdr01
944,Ville Husso,30,ANA,G,20,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1145:38,57:17,0,0,,0,0,0,13,,hussovi01
945,Bokondji Imama,29,PIT,LW,2,0,0,0,0,5,0,0,0,0,0,0,0,2,0.0,4,15:17,7:39,0,0,,0,3,0,2,,imamabo01
946,Roby Jarventie,23,EDM,LW,3,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,3,24:01,8:00,2,2,50.0,4,1,0,0,,jarvero01
947,David Jiříček,22,2TM,D,26,0,0,0,0,16,0,0,0,0,0,0,0,16,0.0,42,312:24,12:01,0,0,,19,8,3,26,,jiricda01
947,David Jiříček,22,MIN,D,25,0,0,0,0,14,0,0,0,0,0,0,0,15,0.0,40,292:47,11:43,0,0,,19,8,3,24,,jiricda01
947,David Jiříček,22,PHI,D,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,2,19:37,19:37,0,0,,0,0,0,2,,jiricda01
948,Jonas Johansson,30,TBL,G,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1423:31,56:56,0,0,,0,0,0,2,,johanjo03
949,Ryan Johnson,24,BUF,D,3,0,0,0,0,2,0,0,0,0,0,0,0,0,,4,27:00,9:00,0,0,,3,2,2,2,,johnsry03
950,Aleksanteri Kaskimaki,21,STL,C,5,0,0,0,-6,0,0,0,0,0,0,0,0,6,0.0,8,51:58,10:24,1,1,50.0,3,2,0,2,,kaskial01
951,Boris Katchouk,27,TBL,LW,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,36:34,12:11,7,12,36.8,2,5,0,0,,katchbo01
952,Rory Kerins,23,CGY,C,4,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,6,59:59,15:00,10,16,38.5,5,3,1,2,,kerinro01
953,Pyotr Kochetkov,26,CAR,G,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,490:09,54:28,0,0,,0,0,0,7,,kochepy01
954,Niklas Kokko,21,SEA,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,177:41,59:14,0,0,,0,0,0,2,,kokkoni01
955,Aleksei Kolosov,24,PHI,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,120:01,30:00,0,0,,0,0,0,1,,kolosal01
956,Joonas Korpisalo,31,BOS,G,31,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1713:05,55:16,0,0,,0,0,0,12,,korpijo01
957,Dmitry Kulikov,35,FLA,D,19,0,0,0,-5,10,0,0,0,0,0,0,0,15,0.0,38,342:37,18:02,0,0,,16,22,4,18,,kulikdm01
958,Trevor Kuntar,24,BUF,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,1,5:12,5:12,0,0,,0,1,0,0,,kuntatr01
959,Joseph LaBate,32,VAN,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,3,9:32,9:32,1,1,50.0,2,6,0,0,,labatjo01
960,Shane Lachance,22,NJD,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7:25,7:25,1,0,100.0,0,1,0,0,,lachash01
961,Carson Lambos,23,MIN,D,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,2,10:16,10:16,0,0,,1,0,0,2,,lamboca01
962,Raphael Lavoie,25,VEG,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,8:34,8:34,0,1,0.0,0,1,0,1,,lavoira01
963,Brett Leason,26,WSH,RW,6,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,4,51:29,8:35,2,3,40.0,0,10,0,1,,leasobr01
964,Nathan Legare,25,NJD,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8:15,8:15,0,1,0.0,1,2,0,0,,legarna01
965,Carl Lindbom,22,VEG,G,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,480:40,60:05,0,0,,0,0,0,2,,lindbca01
966,Jake Livanavage,21,PIT,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,,2,25:14,25:14,0,0,,1,0,0,1,,livanja01
967,Jett Luchanko,19,PHI,F,4,0,0,0,-3,2,0,0,0,0,0,0,0,1,0.0,2,35:52,8:58,11,10,52.4,3,2,0,1,,luchaje01
968,Simon Lundmark,25,TBL,D,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,16:45,16:45,0,0,,2,2,0,0,,lundmsi01
969,Zack MacEwen,29,NJD,C,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,7,19:00,6:20,0,2,0.0,1,6,1,2,,macewza01
970,Connor Mackey,29,NYR,D,3,0,0,0,-3,4,0,0,0,0,0,0,0,2,0.0,7,38:21,12:47,0,0,,2,2,0,3,,mackeco01
971,Taylor Makar,24,COL,LW,12,0,0,0,0,4,0,0,0,0,0,0,0,7,0.0,15,74:31,6:13,0,2,0.0,1,17,1,1,,makarta01
972,Spencer Martin,30,NYR,G,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,290:39,48:27,0,0,,0,0,0,0,,martisp01
973,Carter Mazur,23,DET,LW,8,0,0,0,-3,0,0,0,0,0,0,0,0,3,0.0,7,85:35,10:42,0,1,0.0,6,10,0,3,,mazurca01
974,Dylan McIlrath,33,WSH,D,13,0,0,0,-1,10,0,0,0,0,0,0,0,5,0.0,15,121:04,9:19,0,0,,9,26,0,7,,mcilrdy01
975,Marc McLaughlin,26,NJD,F,7,0,0,0,-2,0,0,0,0,0,0,0,0,0,,6,57:22,8:12,12,21,36.4,2,4,1,1,,mclauma01
976,Cole McWard,24,NYI,D,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1,41:12,13:44,0,0,,5,4,2,3,,mcwarco01
977,Jaycob Megna,33,VEG,D,4,0,0,0,-5,2,0,0,0,0,0,0,0,1,0.0,1,42:29,10:37,0,0,,1,6,0,2,,megnaja02
978,Leevi Merilainen,23,OTT,G,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1094:29,54:43,0,0,,0,0,0,5,,merille01
979,Georgii Merkulov,25,BOS,F,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,1,10:35,10:35,0,0,,0,0,0,0,,merkuge01
980,Thomas Milic,22,WPG,G,3,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,138:38,46:13,0,0,,0,0,0,0,,milicth01
981,Trent Miner,24,COL,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,236:34,59:09,0,0,,0,0,0,1,,minertr01
982,Daniil Miromanov,28,CGY,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,17:49,17:49,0,0,,2,0,0,1,,miromda01
983,Sam Montembeault,29,MTL,G,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1418:12,56:44,0,0,,0,0,0,4,,montesa01
984,Sam Morton,26,CGY,F,3,0,0,0,-1,10,0,0,0,0,0,0,0,3,0.0,7,28:00,9:20,16,8,66.7,1,9,1,2,,mortosa01
985,Jacob Moverare,27,LAK,D,15,0,0,0,-4,0,0,0,0,0,0,0,0,7,0.0,23,131:42,8:47,0,0,,12,3,2,6,,moverja01
986,Petr Mrázek,33,ANA,G,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,515:53,51:35,0,0,,0,0,0,5,,mrazepe01
987,Sergey Murashov,21,PIT,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,281:17,56:15,0,0,,0,0,0,3,,murasse01
988,Ty Murchison,22,PHI,D,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,2,45:01,15:00,0,0,,2,5,0,3,,murchty01
989,Matt Murray,31,SEA,G,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,216:53,43:23,0,0,,0,0,0,2,,murrama02
990,Jordan Oesterle,33,NSH,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,2,14:05,14:05,0,0,,2,1,0,0,,oestejo01
991,Victor Ostman,25,SEA,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,57:10,57:10,0,0,,0,0,0,0,,ostmavi01
992,Xavier Parent,24,NJD,F,5,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,6,42:52,8:34,0,0,,1,7,1,1,,parenxa01
993,Jiří Patera,26,VAN,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,56:49,56:49,0,0,,0,0,0,0,,paterji01
994,Lane Pederson,28,PHI,F,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,44:19,8:52,13,14,48.1,3,16,1,6,,pederla01
995,Jakob Pelletier,24,TBL,LW,5,0,0,0,-1,0,0,0,0,0,0,0,0,4,0.0,7,46:43,9:21,2,0,100.0,3,8,0,4,,pelleja01
996,Michael Pezzetta,27,TOR,C,9,0,0,0,-4,35,0,0,0,0,0,0,0,2,0.0,4,58:15,6:28,0,2,0.0,3,30,0,3,,pezzemi01
997,Isaak Phillips,24,WPG,D,3,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,5,28:33,9:31,0,0,,1,3,0,2,,phillis01
998,Calvin Pickard,33,EDM,G,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,864:08,54:01,0,0,,0,0,0,12,,pickaca01
999,Owen Pickering,22,PIT,D,4,0,0,0,-3,2,0,0,0,0,0,0,0,1,0.0,6,48:23,12:06,0,0,,2,1,1,4,,pickeow01
1000,Luca Pinelli,20,CBJ,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,6,0.0,10,41:18,13:46,0,0,,1,2,0,3,,pinellu01
1001,Jason Polin,26,COL,F,4,0,0,0,1,0,0,0,0,0,0,0,0,0,,5,30:19,7:35,0,0,,3,11,0,0,,polinja01
1002,Samuel Poulin,24,PIT,RW,2,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,6,27:38,13:49,0,0,,2,2,1,1,,poulisa01
1003,Cayden Primeau,26,TOR,G,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,181:28,60:29,0,0,,0,0,0,1,,primeca01
1004,James Reimer,37,OTT,G,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,817:47,58:25,0,0,,0,0,0,4,,reimeja01
1005,Anthony Richard,29,PHI,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7:08,7:08,0,0,,0,0,0,0,,richaan01
1006,Marshall Rifai,27,TOR,D,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,9:40,9:40,0,0,,1,0,0,1,,rifaima01
1007,David Rittich,33,NYI,G,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1651:21,55:03,0,0,,0,0,0,23,,rittida01
1008,Joshua Roy,22,MTL,RW,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,6,29:22,9:47,0,0,,0,6,0,3,,royjo01
1009,Juuse Saros,30,NSH,G,59,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,3432:33,58:11,0,0,,0,0,0,28,,sarosju01
1010,Ronan Seeley,23,CAR,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,15:12,15:12,0,0,,2,0,0,1,,seelero01
1011,Arsenii Sergeev,23,CGY,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,60:00,60:00,0,0,,0,0,0,0,,sergear01
1012,Hunter Shepard,30,OTT,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,35:47,35:47,0,0,,0,0,0,0,,shepahu01
1013,Igor Shesterkin,30,NYR,G,51,0,0,0,0,11,0,0,0,0,0,0,0,2,0.0,3,3024:13,59:18,0,0,,0,0,0,28,,shestig01
1014,Hunter Skinner,24,STL,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,10:45,10:45,0,0,,1,4,0,0,,skinnhu01
1015,Josiah Slavin,27,CAR,LW,2,0,0,0,1,2,0,0,0,0,0,0,0,0,,4,30:02,15:01,1,1,50.0,1,1,1,0,,slavijo01
1016,Arvid Söderblom,26,CHI,G,26,0,0,0,0,4,0,0,0,0,0,0,0,0,,0,1468:37,56:29,0,0,,0,0,0,5,,soderar01
1017,David Spacek,22,MIN,D,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,0,21:30,10:45,0,0,,2,1,0,1,,spaceda01
1018,Clay Stevenson,26,WSH,G,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,239:44,59:56,0,0,,0,0,0,2,,stevecl01
1019,Riley Stillman,27,EDM,D,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,4,48:08,12:02,0,0,,4,7,0,2,,stillri01
1020,Anthony Stolarz,32,TOR,G,26,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,1389:15,53:26,0,0,,0,0,0,7,,stolaan01
